"block","dataset","cell_id","cell_label","cell_count"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15CHR-5014","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","63"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15CHR-5014","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","1257"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15CHR-5014","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","24"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15CHR-5014","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","39"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15CHR-5014","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","119"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_adipocyte","Adipocyte","43"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","18"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","66"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell-keratinocyte-","Epithelial cell (keratinocyte)","13"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","13"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","2"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_melanocyte","Melanocyte","110"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","6"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15EOM-5003","https://purl.org/ccf/ASCTB-TEMP_other","Other","55"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_adipocyte","Adipocyte","51"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","2173"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","2806"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_glia","Glia","95"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_immune-lymphocyte-","Immune (lymphocyte)","304"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","3459"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-15RIE-5015","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","3179"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1CAMS-5015","https://purl.org/ccf/ASCTB-TEMP_adipocyte","Adipocyte","40"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1CAMS-5015","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","54"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1CAMS-5015","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","2180"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1CAMS-5015","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","12"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1CAMS-5015","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","34"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1CAMS-5015","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","4"
"https://gtexportal.org/home/tissue/Lung#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5005","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","1344"
"https://gtexportal.org/home/tissue/Lung#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5005","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","9226"
"https://gtexportal.org/home/tissue/Lung#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5005","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","464"
"https://gtexportal.org/home/tissue/Lung#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5005","https://purl.org/ccf/ASCTB-TEMP_immune-lymphocyte-","Immune (lymphocyte)","155"
"https://gtexportal.org/home/tissue/Lung#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5005","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","3155"
"https://gtexportal.org/home/tissue/Lung#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5005","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","60"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_adipocyte","Adipocyte","19"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","1004"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","502"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell-keratinocyte-","Epithelial cell (keratinocyte)","1930"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","516"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_immune-lymphocyte-","Immune (lymphocyte)","75"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","177"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_melanocyte","Melanocyte","162"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","180"
"https://gtexportal.org/home/tissue/Skin_Sun_Exposed_Lower_leg#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5007","https://purl.org/ccf/ASCTB-TEMP_other","Other","396"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","1314"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","7193"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","672"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_glia","Glia","13"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_immune-lymphocyte-","Immune (lymphocyte)","108"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","232"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1HSMQ-5014","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","815"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","863"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","10182"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","250"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_glia","Glia","44"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_immune-lymphocyte-","Immune (lymphocyte)","328"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","415"
"https://gtexportal.org/home/tissue/Prostate#MTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1I1GU-5006","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","845"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_adipocyte","Adipocyte","29"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","2879"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","2990"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_glia","Glia","117"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_immune-lymphocyte-","Immune (lymphocyte)","42"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","732"
"https://gtexportal.org/home/tissue/Heart_Left_Ventricle#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1ICG6-5003","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","4884"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1MCC2-5013","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","90"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1MCC2-5013","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","1327"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1MCC2-5013","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","3"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1MCC2-5013","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","23"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1MCC2-5013","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","13"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1R9PN-5002","https://purl.org/ccf/ASCTB-TEMP_adipocyte","Adipocyte","1721"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1R9PN-5002","https://purl.org/ccf/ASCTB-TEMP_endothelial-cell","Endothelial cell","737"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1R9PN-5002","https://purl.org/ccf/ASCTB-TEMP_epithelial-cell","Epithelial cell","2292"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1R9PN-5002","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","804"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1R9PN-5002","https://purl.org/ccf/ASCTB-TEMP_immune-myeloid-","Immune (myeloid)","301"
"https://gtexportal.org/home/tissue/Breast#FTissueBlocks","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#GTEX-1R9PN-5002","https://purl.org/ccf/ASCTB-TEMP_muscle","Muscle","135"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial","Afferent / Efferent Arteriole Endothelial","18"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_ascending-thin-limb","Ascending Thin Limb","61"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_ascending-vasa-recta-endothelial","Ascending Vasa Recta Endothelial","304"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_b","B","1"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_classical-dendritic","Classical Dendritic","1"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule","Connecting Tubule","7"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal","Connecting Tubule Principal","10"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a","Cortical Collecting Duct Intercalated Type A","7"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal","Cortical Collecting Duct Principal","327"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_cortical-thick-ascending-limb","Cortical Thick Ascending Limb","109"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_cycling-mononuclear-phagocyte","Cycling Mononuclear Phagocyte","1"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1","Descending Thin Limb Type 1","169"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2","Descending Thin Limb Type 2","129"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-3","Descending Thin Limb Type 3","119"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial","Descending Vasa Recta Endothelial","232"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_fibroblast","Fibroblast","23"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_glomerular-capillary-endothelial","Glomerular Capillary Endothelial","1"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_inner-medullary-collecting-duct","Inner Medullary Collecting Duct","25"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_macula-densa","Macula Densa","11"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_mast","Mast","2"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_medullary-fibroblast","Medullary Fibroblast","294"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_medullary-thick-ascending-limb","Medullary Thick Ascending Limb","684"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_monocyte","Monocyte","2"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_monocyte-derived","Monocyte-derived","14"
"https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d","https://cns-iu.github.io/hra-cell-type-populations-supporting-information/data/enriched_rui_locations.jsonld#HBM224.GLDC.549","https://purl.org/ccf/ASCTB-TEMP_natural-killer-natural-killer-t","Natural Killer / Natural Killer T","1"
