organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,GC B cell,6.3E-1,3.477777E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_dz-gc-cell,DZ GC cell,6.3E-1,3.477777E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd4-t,Activated CD4 T,5.04E-1,2.782222E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fcrl4-memory-b,FCRL4+ Memory B,5.04E-1,2.782222E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium,Mesothelium,5.04E-1,2.782222E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-b,Immature B,3.78E-1,2.086666E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,M/X cells (MLN/GHRL+),3.78E-1,2.086666E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-tac1-,EC cells (TAC1+),3.78E-1,2.086666E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_venous-capillary,venous capillary,2.52E-1,1.391111E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_-cells-ins-,β cells (INS+),2.52E-1,1.391111E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fdc,FDC,2.52E-1,1.391111E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,LZ GC cell,2.52E-1,1.391111E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pdc,pDC,2.52E-1,1.391111E-4
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,N cells (NTS+),1.26E-1,6.955554E-5
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv5-7-gdt,TRGV5/7 gdT,1.26E-1,6.955554E-5
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-stromal,cycling stromal,1.26E-1,6.955554E-5
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,7.5096E2,4.646087E-1
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002071,enterocyte of epithelium of large intestine,3.22938E2,1.997973E-1
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000131,gut endothelial cell,1.35324E2,8.372311E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000320,large intestine goblet cell,9.7902E1,6.057063E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019032,intestinal tuft cell,8.0766E1,4.996882E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,monocyte,4.5234E1,2.798566E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",3.3138E1,2.050203E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009011,transit amplifying cell of colon,3.0744E1,1.902089E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,2.6586E1,1.644839E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,2.4192E1,1.496726E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,2.1168E1,1.309635E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",1.8522E1,1.145931E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009009,paneth cell of colon,1.764E1,1.091363E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001516,intestinal enteroendocrine cell,8.568E0,5.300904E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2.646E0,1.637044E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,Smooth muscle,1.965348E3,2.398512E-1
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_stroma,Stroma,1.228878E3,1.499723E-1
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_enterocyte,Enterocyte,7.497E2,9.149342E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,M2 Macrophage,6.54192E2,7.983762E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_endothelial,Endothelial,5.46714E2,6.6721E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_goblet,Goblet,4.45662E2,5.438861E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_nerve,Nerve,4.33944E2,5.295854E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_plasma,Plasma,2.90052E2,3.539796E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,Cycling TA,2.81106E2,3.430619E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_lymphatic,Lymphatic,2.6964E2,3.290688E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,CD4+ T cell,2.64096E2,3.223029E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,CD66+ Enterocyte,2.3499E2,2.867819E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,1.93158E2,2.357301E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_ta,TA,1.60272E2,1.95596E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd8-t,CD8+ T,1.52964E2,1.866773E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_dc,DC,1.0143E2,1.237852E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,MUC1+ Enterocyte,4.7376E1,5.781769E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,4.1706E1,5.089802E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_neutrophil,Neutrophil,4.0068E1,4.8899E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,Neuroendocrine,3.2382E1,3.951901E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_b,B,2.457E1,2.998524E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,M1 Macrophage,1.3356E1,1.629967E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,CD7+ Immune,1.0836E1,1.322426E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_nk,NK,1.0836E1,1.322426E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,CD57+ Enterocyte,7.56E-1,9.226227E-5
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_goblet-cell,Goblet cell,1.641497E3,1.007533E-1
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-plasma-cell,Cycling plasma cell,1.555846E3,9.549618E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_colonocyte,Colonocyte,1.350107E3,8.286814E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesoderm-1-hand1-,Mesoderm 1 (HAND1+),9.75715E2,5.988835E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ta,TA,9.21852E2,5.65823E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-plpp2-,SMC (PLPP2+),7.83221E2,4.807328E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,7.01985E2,4.30871E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-t,Activated T,5.05076E2,3.100103E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_eecs,EECs,4.10595E2,2.520189E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tfh,Tfh,3.80573E2,2.335917E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best4-epithelial,BEST4+ epithelial,3.49668E2,2.146225E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast,myofibroblast,3.33774E2,2.048669E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,3.07284E2,1.886077E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_adult-glia,Adult Glia,2.7373E2,1.680126E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,Proximal progenitor,2.63134E2,1.615089E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv2-gdt,TRGV2 gdT,2.18101E2,1.338681E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-1-ccl11-,Stromal 1 (CCL11+),2.01324E2,1.235705E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_arterial-capillary,arterial capillary,2.00441E2,1.230286E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,Distal progenitor,1.97792E2,1.214026E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-stromal-3-c3-,Transitional Stromal 3 (C3+),1.8543E2,1.13815E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_contractile-pericyte-pln-,Contractile pericyte (PLN+),1.80132E2,1.105631E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stem-cells,Stem cells,1.64238E2,1.008075E-2
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tuft,Tuft,1.55408E2,9.538778E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lyve1-macrophage,LYVE1+ Macrophage,1.52759E2,9.376186E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-kcnn3-,Stromal 3 (KCNN3+),1.49227E2,9.159395E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-3-bcan-,Glia 3 (BCAN+),1.39514E2,8.563222E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast-rspo2-,myofibroblast (RSPO2+),1.35099E2,8.292233E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-venous-ec,Mature venous EC,1.28035E2,7.858653E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-arterial-ec,Mature arterial EC,1.2362E2,7.587665E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a4-in-,Branch A4 (IN),1.21854E2,7.479269E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-b-cell,Cycling B cell,1.08609E2,6.666305E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-cell,NK cell,1.07726E2,6.612108E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec1-ackr4-,LEC1 (ACKR4+),1.00662E2,6.178527E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-rgs5-,Mesothelium (RGS5+),8.5651E1,5.257168E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a2-ipan-in-,Branch A2 (IPAN/IN),8.5651E1,5.257168E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd8-t,SELL+ CD8 T,8.2119E1,5.040377E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_l-cells-pyy-,L cells (PYY+),8.0353E1,4.931982E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b1-emn-,Branch B1 (eMN),7.8587E1,4.823587E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-part1-capn3-,SMC (PART1/CAPN3+),7.7704E1,4.769389E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mlto,mLTo,7.5938E1,4.660994E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_macrophages,Macrophages,7.2406E1,4.444204E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec6-adamts4-,LEC6 (ADAMTS4+),7.2406E1,4.444204E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,Stromal 2 (NPY+),7.1523E1,4.390006E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pre-b,Pre-B,7.064E1,4.335808E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec4-stab2-,LEC4 (STAB2+),6.4459E1,3.956425E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mait-cell,MAIT cell,6.3576E1,3.902228E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-ec,cycling EC,6.2693E1,3.84803E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-c7-,Stromal 3 (C7+),6.2693E1,3.84803E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mast-cell,Mast cell,5.9161E1,3.631239E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_germ,Germ,5.9161E1,3.631239E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lymphoid-dc,Lymphoid DC,5.6512E1,3.468647E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cdc2,cDC2,5.6512E1,3.468647E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-t-cell,NK T cell,5.6512E1,3.468647E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stat1-naive-b,STAT1+ Naive B,5.0331E1,3.089263E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pericyte,Pericyte,4.6799E1,2.872473E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_angiogenic-pericyte,angiogenic pericyte,4.415E1,2.70988E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_dz-gc-cell,DZ GC cell,4.415E1,2.70988E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_progenitor-neurog3-,Progenitor (NEUROG3+),4.3267E1,2.655683E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,TRGV4 gdT,4.1501E1,2.547287E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cd8-tmem,CD8 Tmem,4.0618E1,2.49309E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,SELL+ CD4 T,3.8852E1,2.384695E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocytes,Monocytes,3.6203E1,2.222102E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-ch25h-,Stromal 2 (CH25H+),3.6203E1,2.222102E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-venous-ec,Fetal venous EC,3.532E1,2.167904E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec3-adgrg3-,LEC3 (ADGRG3+),3.4437E1,2.113707E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_paneth,Paneth,3.3554E1,2.059509E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mln-stroma-fmo2-,mLN Stroma (FMO2+),3.1788E1,1.951114E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_k-cells-gip-,K cells (GIP+),3.1788E1,1.951114E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_iga-plasma-cell,IgA plasma cell,3.0022E1,1.842719E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_memory-b,Memory B,2.9139E1,1.788521E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-2-eln-,Glia 2 (ELN+),2.9139E1,1.788521E-3
Large Intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilcp,ILCP,2.7373E1,1.680126E-3
